,S11,S21,S31,S12,S22,S32,S13,S23,S33,20_log_of_mag_S11,20_log_of_mag_S21,20_log_of_mag_S31,degrees_S11,degrees_S21,degrees_S31
4.86,(-0.02976409568753105-0.04087631684702115j),(-0.8067308147821464+0.5887517702302741j),(8.730382727831772e-05+0.0001520905331303415j),(-0.8067308147821446+0.5887517702302729j),(-0.02985280502359153-0.0408116104227266j),(-6.283486072523882e-05-0.0001622807376752643j),(8.730382727836891e-05+0.000152090533130352j),(-6.283486072521182e-05-0.0001622807376753141j),(0.9780117568718589-0.2085496491783416j),-25.923075447233593,-0.011118023803365656,-75.12105612852443,-126.06024016469314,143.87804957919238,60.143081948661774
4.861,(-0.02977506662953205-0.04088006029606633j),(-0.8066538100456367+0.588856456170928j),(8.70531853608296e-05+0.0001516189009986292j),(-0.8066538100456352+0.5888564561709271j),(-0.02986364526857612-0.0408154314633614j),(-6.265697347865444e-05-0.0001617811761030393j),(8.70531853608805e-05+0.0001516189009986397j),(-6.265697347862761e-05-0.0001617811761030889j),(0.9780026223585622-0.2085924824731013j),-25.9214463654055,-0.01112220037989136,-75.14753601934561,-126.06779141720223,143.87059409177317,60.13737285277176
4.862,(-0.02978603559131939-0.04088379819315111j),(-0.8065767942067423+0.5889611288935345j),(8.680436406409409e-05+0.0001511506540760913j),(-0.8065767942067406+0.5889611288935336j),(-0.02987448447576352-0.04081924631211671j),(-6.24803806621696e-05-0.0001612852048611587j),(8.680436406414468e-05+0.0001511506540761018j),(-6.248038066214297e-05-0.000161285204861208j),(0.9779934867450418-0.2086353117206802j),-25.91981840903952,-0.01112637566262461,-75.17390532756586,-126.07534172803591,143.86313883411793,60.131663984155296
4.863,(-0.02979700260167355-0.04088753056749139j),(-0.8064997672420561+0.5890657884295779j),(8.655734418522606e-05+0.0001506857565882209j),(-0.8064997672420542+0.5890657884295768j),(-0.02988532266383689-0.04082305500501757j),(-6.23050686264649e-05-0.0001607927860156203j),(8.655734418527638e-05+0.0001506857565882314j),(-6.230506862643847e-05-0.0001607927860156694j),(0.9779843500235694-0.2086781369597672j),-25.918191570568045,-0.011130549668256209,-75.20016482671033,-126.08289110684692,143.85568380385337,60.12595533862885
4.864,(-0.02980796768895914-0.04089125744788984j),(-0.806422729128519+0.5891704348100759j),(8.631210679124465e-05+0.0001502241732635273j),(-0.8064227291285175+0.5891704348100752j),(-0.02989615985120558-0.04082685757758003j),(-6.213102391402571e-05-0.0001603038821657934j),(8.631210679129469e-05+0.0001502241732635378j),(-6.213102391399948e-05-0.0001603038821658422j),(0.9779752121865241-0.2087209582285065j),-25.916565842528033,-0.011134722413238499,-75.22631528212605,-126.09043956315105,143.84822899863977,60.120246912056515
4.865,(-0.02981893088113223-0.04089497886274308j),(-0.8063456798434144+0.5892750680655884j),(8.606863321435041e-05+0.00014976586932473j),(-0.806345679843413+0.5892750680655874j),(-0.02990699605600979-0.04083065406482025j),(-6.19582332557868e-05-0.0001598184564350812j),(8.606863321440012e-05+0.0001497658693247404j),(-6.195823325576075e-05-0.0001598184564351298j),(0.9779660732263926-0.208763775564507j),-25.914941217559235,-0.011138893913791154,-75.25235745109651,-126.0979871063295,143.84077441616995,60.11453870034929
4.866,(-0.02982989220574735-0.04089869484004881j),(-0.8062686193643623+0.5893796882262238j),(8.58269050473008e-05+0.0001493108104801347j),(-0.8062686193643608+0.5893796882262228j),(-0.02991783129612525-0.04083444450126305j),(-6.178668356784653e-05-0.0001593364724617775j),(8.582690504735023e-05+0.0001493108104801452j),(-6.178668356782068e-05-0.0001593364724618259j),(0.9779569331357666-0.208806589004851j),-25.913317688402376,-0.011143064185902142,-75.27829208295448,-126.10553374563139,143.83332005416906,60.10883069946417
4.867,(-0.0298408516899646-0.04090240540741279j),(-0.8061915476693119+0.5894842953216487j),(8.558690413887952e-05+0.0001488589629151853j),(-0.8061915476693104+0.5894842953216478j),(-0.02992866558916796-0.04083822892095062j),(-6.161636194824778e-05-0.0001588578943901088j),(8.558690413892862e-05+0.0001488589629151957j),(-6.161636194822207e-05-0.0001588578943901569j),(0.9779477919073405-0.2088493985861044j),-25.911695247897377,-0.011147233245343176,-75.30411991919286,-126.11307949017585,143.82586591039396,60.10312290540324
4.868,(-0.02985180936055639-0.04090611059205553j),(-0.8061144647365387+0.5895888893810948j),(8.534861258946427e-05+0.0001484102932841993j),(-0.806114464736537+0.5895888893810938j),(-0.02993949895249852-0.04084200735745077j),(-6.144725567382884e-05-0.0001583826868614713j),(8.534861258951309e-05+0.0001484102932842097j),(-6.144725567380337e-05-0.0001583826868615192j),(0.9779386495339107-0.208892204344325j),-25.91007388898167,-0.011151401107649436,-75.32984169357334,-126.12062434895445,143.81841198263243,60.09741531421304
4.869,(-0.02986276524391424-0.04090981042081909j),(-0.8060373705446353+0.5896934704333663j),(8.511201274668211e-05+0.0001479647687022662j),(-0.8060373705446336+0.5896934704333653j),(-0.02995033140322664-0.04084577984386518j),(-6.127935219713667e-05-0.0001579108150058412j),(8.511201274673065e-05+0.0001479647687022766j),(-6.127935219711135e-05-0.0001579108150058887j),(0.9779295060083723-0.2089350063150712j),-25.908453604688496,-0.011155567788155296,-75.35545813223368,-126.12816833083339,143.81095826870293,60.09170792198356
4.87,(-0.02987371936605519-0.04091350492017348j),(-0.8059602650725095+0.5897980385068471j),(8.487708720115803e-05+0.0001475223567373208j),(-0.8059602650725081+0.5897980385068462j),(-0.02996116295821544-0.04084954641283743j),(-6.111263914340593e-05-0.000157442244433369j),(8.487708720120625e-05+0.0001475223567373311j),(-6.111263914338083e-05-0.0001574422444334164j),(0.9779203613237192-0.2089778045334111j),-25.906834388145246,-0.01115973330197308,-75.38096995379256,-126.13571144455547,143.80350476645398,60.08600072484767
4.871,(-0.02988467175262833-0.04091719411622308j),(-0.8058831482993767+0.5899025936295091j),(8.46438187823482e-05+0.0001470830254023731j),(-0.8058831482993751+0.5899025936295081j),(-0.02997199363408565-0.04085330709656088j),(-6.094710430759871e-05-0.0001569769412261423j),(8.464381878239607e-05+0.0001470830254023835j),(-6.094710430757376e-05-0.0001569769412261893j),(0.9779112154730407-0.2090205990339303j),-25.90521623257187,-0.011163897664000779,-75.40637786945308,-126.14325369874253,143.7960514737635,60.080293718980165
4.872,(-0.02989562242892104-0.04092087803471296j),(-0.8058060202047553+0.5900071358289175j),(8.441219055446066e-05+0.0001466467431479029j),(-0.8058060202047538+0.5900071358289165j),(-0.02998282344721973-0.04085706192678625j),(-6.078273565150591e-05-0.0001565148719301202j),(8.441219055450825e-05+0.0001466467431479133j),(-6.078273565148118e-05-0.000156514871930167j),(0.9779020684495213-0.2090633898507407j),-25.903599131279265,-0.011168060888938482,-75.43168258310425,-126.15079510189722,143.78859838853856,60.074586900597154
4.873,(-0.02990657141986517-0.04092455670103489j),(-0.8057288807684612+0.5901116651322393j),(8.418218581245802e-05+0.000146213478854406j),(-0.8057288807684595+0.5901116651322383j),(-0.02999365241376604-0.04086081093482936j),(-6.061952130090731e-05-0.000156056003547231j),(8.418218581250533e-05+0.0001462134788544164j),(-6.061952130088275e-05-0.0001560560035472775j),(0.9778929202464381-0.2091061770174881j),-25.901983077667758,-0.01117222299128063,-75.45688479142083,-126.15833566240524,143.78114550871462,60.0688802659553
4.874,(-0.02991751875004305-0.04092823014023346j),(-0.8056517299706035+0.5902161815662494j),(8.395378807814213e-05+0.000145783201825094j),(-0.8056517299706017+0.5902161815662486j),(-0.03000448054964267-0.04086455415157835j),(-6.045744954278937e-05-0.0001556003035276313j),(8.395378807818912e-05+0.0001457832018251044j),(-6.045744954276504e-05-0.0001556003035276776j),(0.9778837708571602-0.2091489605673607j),-25.900368065225546,-0.011176383985316998,-75.48198518396148,-126.16587538853722,143.77369283225528,60.06317381135102
4.875,(-0.0299284644436934-0.04093189837701185j),(-0.8055745677915784+0.5903206851573369j),(8.37269810963189e-05+0.0001453558817787437j),(-0.8055745677915768+0.590320685157336j),(-0.03001530787054138-0.040868291607501j),(-6.029650882262048e-05-0.0001551477397621244j),(8.37269810963656e-05+0.000145355881778754j),(-6.02965088225963e-05-0.0001551477397621704j),(0.9778746202751454-0.2091917405330961j),-25.898754087527255,-0.011180543885152001,-75.50698444326517,-126.17341428845069,143.76624035715167,60.0574675331199
4.876,(-0.02993940852471719-0.0409355614357377j),(-0.8054973942120662+0.5904251759315128j),(8.35017488310384e-05+0.0001449314888426864j),(-0.8054973942120646+0.5904251759315119j),(-0.03002613439193148-0.04087202333265182j),(-6.013668774167926e-05-0.0001546982805747267j),(8.350174883108473e-05+0.0001449314888426967j),(-6.013668774165527e-05-0.0001546982805747724j),(0.9778654684939408-0.2092345169469895j),-25.897141138232442,-0.011184702704682475,-75.5318832449461,-126.18095237019205,143.758788081422,60.05176142763587
4.877,(-0.02995035101668315-0.04093921934044865j),(-0.805420209213024+0.5905296539144143j),(8.327807546191429e-05+0.0001445099935459462j),(-0.8054202092130225+0.5905296539144135j),(-0.03003696012906346-0.04087574935667897j),(-5.997797505443956e-05-0.0001542518947153919j),(8.327807546196035e-05+0.0001445099935459564j),(-5.997797505441574e-05-0.0001542518947154373j),(0.9778563155071799-0.2092772898409006j),-25.89552921108419,-0.011188860457632455,-75.55668225778683,-126.18848964169833,143.7513360031111,60.04605549131072
4.878,(-0.02996129194283355-0.04094287211485795j),(-0.8053430127756837+0.5906341191313137j),(8.305594538051292e-05+0.0001440913668125068j),(-0.805343012775682+0.5906341191313127j),(-0.03004778509697276-0.04087946970883108j),(-5.982035966600465e-05-0.0001538085513528721j),(8.305594538055866e-05+0.0001440913668125171j),(-5.982035966598103e-05-0.0001538085513529172j),(0.977847161308582-0.2093200592462617j),-25.893918299907707,-0.011193017157522266,-75.58138214383008,-126.19602611079915,143.74388412029006,60.04034972059325
4.879,(-0.02997223132608947-0.04094651978235988j),(-0.8052658048815451+0.5907385716071222j),(8.283534318681923e-05+0.0001436755799547231j),(-0.8052658048815436+0.5907385716071211j),(-0.03005860931048325-0.04088318441796398j),(-5.966383062959623e-05-0.0001533682200677316j),(8.283534318686468e-05+0.0001436755799547334j),(-5.96638306295728e-05-0.0001533682200677766j),(0.9778380058919498-0.2093628251940839j),-25.89230839860894,-0.011197172817703278,-75.60598355846878,-126.20356178521841,143.73643243105568,60.03464411196873
4.88,(-0.02998316918905624-0.04095016236603498j),(-0.8051885855123735+0.5908430113663969j),(8.261625368576896e-05+0.0001432626046668551j),(-0.8051885855123717+0.5908430113663959j),(-0.03006943278421085-0.04088689351254715j),(-5.950837714409033e-05-0.0001529308708454915j),(8.261625368581409e-05+0.0001432626046668653j),(-5.95083771440671e-05-0.0001529308708455361j),(0.977828849251169-0.2094055877149649j),-25.890699501173238,-0.011201327451336675,-75.63048715053476,-126.21109667257616,143.7289809335301,60.028938661958215
4.881,(-0.02999410555402858-0.04095379988865534j),(-0.8051113546501931+0.5909474384333471j),(8.239866188385361e-05+0.0001428524130187388j),(-0.8051113546501915+0.5909474384333462j),(-0.03008025553256684-0.04089059702067017j),(-5.93539885516051e-05-0.000152496474069918j),(8.239866188389847e-05+0.0001428524130187491j),(-5.935398855158208e-05-0.0001524964740699625j),(0.9778196913802063-0.2094483468390952j),-25.889091601664056,-0.011205481071415656,-75.65489356238584,-126.21863078039017,143.72152962586037,60.023233367117975
4.882,(-0.03000504044299586-0.04095743237268966j),(-0.8050341122772853+0.591051852831839j),(8.218255298578926e-05+0.000142444977449575j),(-0.8050341122772835+0.591051852831838j),(-0.03009107756976143-0.04089429497004902j),(-5.920065433513374e-05-0.0001520650005164375j),(8.218255298583378e-05+0.0001424449774495852j),(-5.920065433511088e-05-0.0001520650005164816j),(0.9778105322731087-0.2094911025962653j),-25.887484694221637,-0.011209633690748054,-75.6792034299917,-126.22616411607781,143.71407850621807,60.01752822403881
4.883,(-0.03001597387764705-0.04096105984030831j),(-0.8049568583761818+0.5911562545854024j),(8.196791239125373e-05+0.0001420402707618467j),(-0.8049568583761805+0.5911562545854016j),(-0.03010189890980689-0.04089798738803223j),(-5.904836411622612e-05-0.0001516364213456859j),(8.196791239129793e-05+0.0001420402707618568j),(-5.904836411620346e-05-0.0001516364213457297j),(0.9778013719240007-0.2095338550158721j),-25.885878773061734,-0.011213785321980477,-75.70341738301808,-126.23369668695757,143.70662757279882,60.0118232293455
4.884,(-0.0300269058793756-0.04096468231338812j),(-0.8048795929296633+0.5912606437172354j),(8.175472569168752e-05+0.0001416382661153546j),(-0.8048795929296617+0.5912606437172345j),(-0.0301127195665209-0.0409016743016069j),(-5.889710765271577e-05-0.0001512107080971858j),(8.17547256917314e-05+0.0001416382661153646j),(-5.889710765269331e-05-0.0001512107080972294j),(0.9777922103270854-0.2095766041269253j),-25.884273832474435,-0.011217935977579961,-75.72753604490967,-126.24122850025076,143.699176823822,60.00611837969625
4.885,(-0.03003783646928439-0.04096829981351734j),(-0.8048023159207522+0.59136502025021j),(8.154297866715578e-05+0.0001412389370213668j),(-0.8048023159207506+0.5913650202502091j),(-0.03012353955352971-0.04090535573740464j),(-5.874687483649006e-05-0.0001507878326831424j),(8.154297866719936e-05+0.000141238937021377j),(-5.874687483646782e-05-0.0001507878326831857j),(0.9777830474766409-0.2096193499580539j),-25.88266986682286,-0.011222085669860039,-75.75156003297187,-126.248759563083,143.6917262575302,60.000413671782
4.886,(-0.03004876566819038-0.04097191236200021j),(-0.804725027332712+0.5914693842068783j),(8.133265728327476e-05+0.0001408422573368892j),(-0.8047250273327105+0.5914693842068774j),(-0.03013435888427121-0.04090903172170736j),(-5.859765569130629e-05-0.0001503677673823679j),(8.133265728331802e-05+0.0001408422573368993j),(-5.859765569128423e-05-0.0001503677673824109j),(0.9777738833670204-0.2096620925375123j),-25.881066870542035,-0.011226234410960463,-75.7754899584507,-126.25628988248593,143.68427587218906,59.99470910232604
4.887,(-0.03005969349662931-0.04097551997986168j),(-0.8046477271490405+0.5915737356094763j),(8.112374768819458e-05+0.0001404482012590396j),(-0.8046477271490391+0.5915737356094755j),(-0.03014517757199811-0.04091270228045299j),(-5.844944037064781e-05-0.0001499504848343178j),(8.112374768823757e-05+0.0001404482012590497j),(-5.844944037062594e-05-0.0001499504848343605j),(0.9777647179926507-0.2097048318931864j),-25.879464838137686,-0.011230382212864591,-75.79932642661215,-126.26381946539865,143.6768256660867,59.98900466808326
4.888,(-0.03007061997486021-0.04097912268785189j),(-0.8045704153534682+0.5916780744799298j),(8.091623620964464e-05+0.0001400567433195405j),(-0.8045704153534667+0.5916780744799289j),(-0.03015599562978079-0.04091636743924099j),(-5.830221915562448e-05-0.0001495359580332498j),(8.09162362096873e-05+0.0001400567433195506j),(-5.830221915560278e-05-0.0001495359580332923j),(0.9777555513480312-0.2097475680525998j),-25.877863764185122,-0.011234529087401303,-75.82307003681936,-126.27134831866925,143.66937563753348,59.98330036583976
4.889,(-0.03008154512286989-0.04098272050645063j),(-0.8044930919299531+0.59178240083986j),(8.071010935203217e-05+0.0001396678583793094j),(-0.8044930919299516+0.5917824008398591j),(-0.03016681307051035-0.04092002722333792j),(-5.81559824529111e-05-0.000149124160322489j),(8.07101093520745e-05+0.0001396678583793194j),(-5.815598245288961e-05-0.0001491241603225312j),(0.9777463834277319-0.2097903010429191j),-25.876263643328087,-0.011238675046235365,-75.84672138260943,-126.27887644905627,143.66192578486152,59.97759619241221
4.89,(-0.03009246896037731-0.0409863134558717j),(-0.8044157568626779+0.5918867147105867j),(8.050535379360055e-05+0.0001392815216231616j),(-0.8044157568626763+0.5918867147105858j),(-0.03017762990690145-0.04092368165768268j),(-5.801072079272827e-05-0.0001487150653888103j),(8.050535379364255e-05+0.0001392815216231716j),(-5.801072079270696e-05-0.0001487150653888522j),(0.9777372142263933-0.2098330308909601j),-25.874664470277654,-0.011242820100885755,-75.87028105176822,-126.2864038632301,143.65447610642454,59.97189214464741
4.891,(-0.03010339150683792-0.04098990155606718j),(-0.8043384101360457+0.5919910161131351j),(8.030195638363916e-05+0.0001388977085546086j),(-0.8043384101360441+0.5919910161131342j),(-0.03018844615149515-0.04092733076689193j),(-5.786642482685967e-05-0.0001483086472569238j),(8.030195638368084e-05+0.0001388977085546185j),(-5.786642482683858e-05-0.0001483086472569655j),(0.9777280437387245-0.2098757576231934j),-25.87306623981118,-0.01124696426271795,-75.8937496264046,-126.29393056777455,143.64702660059731,59.966188219421774
4.892,(-0.03011431278144781-0.04099348482673164j),(-0.804261051734677+0.5920953050682393j),(8.009990413974917e-05+0.0001385163949907608j),(-0.8042610517346755+0.5920953050682385j),(-0.03019926181666171-0.04093097457526511j),(-5.772308532670923e-05-0.0001479048802840696j),(8.009990413979052e-05+0.0001385163949907706j),(-5.772308532668829e-05-0.0001479048802841109j),(0.9777188719595027-0.20991848126575j),-25.87146894677121,-0.011251107542950677,-75.91712768302303,-126.30145656918803,143.6395772657754,59.96048441364071
4.893,(-0.03012523280314786-0.0409970632873062j),(-0.8041836816434066+0.5921995815963469j),(7.98991842451609e-05+0.000138137557057327j),(-0.804183681643405+0.592199581596346j),(-0.03021007691460323-0.04093461310678956j),(-5.758069318139491e-05-0.0001475037391547155j),(7.989918424520197e-05+0.0001381375570573369j),(-5.758069318137421e-05-0.0001475037391547566j),(0.9777096988835717-0.2099612018444262j),-25.869872586064446,-0.011255249952653028,-75.94041579259518,-126.30898187388506,143.6321281003749,59.9547807242383
4.894,(-0.03013615159062787-0.04100063695698264j),(-0.8041062998472787+0.5923038457176243j),(7.969978404610073e-05+0.0001377611711837057j),(-0.8041062998472772+0.5923038457176236j),(-0.03022089145735644-0.04093824638514551j),(-5.743923939587778e-05-0.0001471051988753523j),(7.969978404614148e-05+0.0001377611711837155j),(-5.743923939585725e-05-0.0001471051988753931j),(0.9777005245058411-0.2100039193846895j),-25.86827715266072,-0.011259391502758929,-75.96361452063049,-126.31650648819756,143.62467910283195,59.94907714817671
4.895,(-0.03014706916233042-0.04100420585470728j),(-0.8040289063315454+0.5924080974519609j),(7.950169104921133e-05+0.0001373872140981756j),(-0.8040289063315441+0.59240809745196j),(-0.03023170545679522-0.04094187443371088j),(-5.729871508912873e-05-0.0001467092347693948j),(7.950169104925174e-05+0.0001373872140981854j),(-5.72987150891084e-05-0.0001467092347694353j),(0.977691348821285-0.2100466339116836j),-25.866682641592035,-0.011263532204050734,-75.98672442724538,-126.32403041837622,143.6172302716026,59.94337368244572
4.896,(-0.03015798553645482-0.0410077699991849j),(-0.8039515010816624+0.5925123368189729j),(7.930489291901727e-05+0.0001370156628231721j),(-0.8039515010816609+0.592512336818972j),(-0.0302425189246332-0.04094549727556619j),(-5.715911149232777e-05-0.0001463158224721722j),(7.930489291905736e-05+0.0001370156628231819j),(-5.715911149230763e-05-0.0001463158224722125j),(0.9776821718249412-0.2100893454502336j),-25.865089047951525,-0.011267672067178535,-76.00974606723162,-126.33155367059165,143.60978160516242,59.93767032406231
4.897,(-0.03016890073096101-0.04101132940888257j),(-0.8038740840832856+0.5926165638380083j),(7.910937747544141e-05+0.0001366464946706565j),(-0.8038740840832842+0.5926165638380074j),(-0.03025333187242633-0.04094911493349906j),(-5.702041994709891e-05-0.0001459249379260189j),(7.910937747548115e-05+0.0001366464946706663j),(-5.7020419947079e-05-0.0001459249379260589j),(0.97767299351191-0.2101320540248504j),-25.863496366892527,-0.011271811102653392,-76.03267999012337,-126.33907625093573,143.60233310200613,59.93196707007016
4.898,(-0.03017981476357317-0.04101488410203335j),(-0.8037966553222687+0.5927207785281509j),(7.891513269136549e-05+0.0001362796872375696j),(-0.8037966553222673+0.5927207785281502j),(-0.03026414431157525-0.04095272743000896j),(-5.68826319037772e-05-0.0001455365573754534j),(7.891513269140493e-05+0.0001362796872375794j),(-5.688263190375744e-05-0.000145536557375493j),(0.9776638138773535-0.2101747596597369j),-25.861904593627635,-0.011275949320855082,-76.05552674026347,-126.3465981654229,143.59488476064735,59.926263917539195
4.899,(-0.03019072765178357-0.04101843409663995j),(-0.8037192147846601+0.5928249809082243j),(7.872214669023926e-05+0.0001359152184013744j),(-0.8037192147846587+0.5928249809082234j),(-0.03027495625332782-0.04095633478731171j),(-5.674573891970929e-05-0.000145150657362452j),(7.87221466902784e-05+0.0001359152184013842j),(-5.674573891968976e-05-0.0001451506573624915j),(0.9776546329164942-0.2102174623787915j),-25.86031372342775,-0.011280086732021447,-76.07828685686832,-126.35411941999126,143.58743657961836,59.920560863565214
4.9,(-0.03020163941285603-0.04102197941047835j),(-0.8036417624566985+0.5929291709967961j),(7.85304077437315e-05+0.0001355530663156777j),(-0.803641762456697+0.5929291709967953j),(-0.03028576770878145-0.04095993702734381j),(-5.660973265758463e-05-0.0001447672147218067j),(7.853040774377034e-05+0.0001355530663156874j),(-5.660973265756527e-05-0.0001447672147218457j),(0.9776454506246149-0.2102601622056137j),-25.858723751621202,-0.011284223346273521,-76.10096087409205,-126.36164002050387,143.57998855746965,59.91485790526939
4.901,(-0.03021255006382961-0.04102552006110135j),(-0.8035642983248119+0.593033348812182j),(7.833990426942687e-05+0.0001351932094059365j),(-0.8035642983248102+0.5930333488121812j),(-0.03029657868888546-0.0409635341717669j),(-5.647460488379868e-05-0.0001443862065765721j),(7.833990426946535e-05+0.0001351932094059461j),(-5.647460488377952e-05-0.0001443862065766109j),(0.9776362669970565-0.2103028591635085j),-25.85713467359284,-0.01128835917359331,-76.12354932108965,-126.36915997274981,143.57254069276988,59.9091550397978
4.902,(-0.03022345962152201-0.04102905606584197j),(-0.8034868223756133+0.5931375143724491j),(7.815062482856514e-05+0.0001348356263652447j),(-0.8034868223756119+0.5931375143724483j),(-0.03030738920444334-0.04096712624197198j),(-5.634034746684655e-05-0.0001440076103335984j),(7.815062482860329e-05+0.0001348356263652543j),(-5.634034746682763e-05-0.000144007610333637j),(0.9776270820292182-0.2103455532754908j),-25.85554648478314,-0.011292494223840216,-76.14605272207888,-126.37667928244544,143.56509298410532,59.903452264321196
4.903,(-0.030234368102533-0.04103258744181695j),(-0.8034093345958986+0.593241667695421j),(7.796255812382157e-05+0.0001344802961501949j),(-0.8034093345958971+0.5932416676954202j),(-0.03031819926611505-0.04097071325908357j),(-5.620695237574566e-05-0.000143631403679143j),(7.796255812385942e-05+0.0001344802961502046j),(-5.620695237572689e-05-0.0001436314036791812j),(0.9776178957165564-0.21038824456429j),-25.853959180687372,-0.011296628506746197,-76.16847159640153,-126.38419795523546,143.55764543007987,59.897749576034386
4.904,(-0.03024527552324775-0.04103611420592994j),(-0.803331834972643+0.5933458087986797j),(7.777569299712974e-05+0.0001341271979768206j),(-0.8033318349726418+0.593345808798679j),(-0.03032900888441917-0.04097429524396388j),(-5.607441167848842e-05-0.000143257564574568j),(7.777569299716724e-05+0.0001341271979768302j),(-5.607441167846983e-05-0.0001432575645746059j),(0.9776087080545833-0.2104309330523546j),-25.852372756854773,-0.01130076203192736,-76.19080645858352,-126.391715996694,143.55019802931452,59.89204697215598
4.905,(-0.03025618189984022-0.04103963637487495j),(-0.8032543234929996+0.5934499376995716j),(7.759001842754224e-05+0.0001337763113166085j),(-0.8032543234929981+0.5934499376995708j),(-0.03033981806973513-0.04097787221721676j),(-5.594271754052253e-05-0.0001428860712521123j),(7.759001842757944e-05+0.000133776311316618j),(-5.594271754050418e-05-0.00014288607125215j),(0.9775995190388658-0.2104736187618561j),-25.85078720888765,-0.011304894808867556,-76.21305781839426,-126.39923341232573,143.5427507804472,59.88634444992795
4.906,(-0.03026708724827628-0.04104315396513942j),(-0.8031768001442947+0.5935540544152087j),(7.740552352913378e-05+0.0001334276158925896j),(-0.8031768001442933+0.593554054415208j),(-0.03035062683230529-0.04098144419919177j),(-5.581186222326043e-05-0.0001425169022107468j),(7.740552352917063e-05+0.0001334276158925991j),(-5.581186222324224e-05-0.0001425169022107842j),(0.9775903286650265-0.2105163017146937j),-25.84920253244064,-0.011309026846944422,-76.23522618090485,-126.40675020756699,143.53530368213262,59.880642006615155
4.907,(-0.03027799158431698-0.04104666699300747j),(-0.8030992649140268+0.5936581589624742j),(7.72221975489391e-05+0.0001330810916754962j),(-0.8030992649140255+0.5936581589624736j),(-0.03036143518223708-0.04098501120998795j),(-5.56818380826142e-05-0.0001421500362120991j),(7.722219754897562e-05+0.0001330810916755057j),(-5.568183808259625e-05-0.0001421500362121362j),(0.9775811369287404-0.2105589819324981j),-25.847618723219856,-0.011313158155412034,-76.25731204654568,-126.41426638778677,143.52785673304183,59.87493963950513
4.908,(-0.03028889492352159-0.04105017547456296j),(-0.8030217177898638+0.5937622513580247j),(7.704002986493224e-05+0.0001327367188799951j),(-0.8030217177898621+0.5937622513580241j),(-0.03037224312950499-0.04098857326945773j),(-5.555263756755961e-05-0.0001417854522764597j),(7.704002986496843e-05+0.0001327367188800045j),(-5.555263756754187e-05-0.0001417854522764965j),(0.9775719438257362-0.2106016594366358j),-25.84603577698216,-0.01131728874340861,-76.27931591116288,-126.42178195828764,143.52040993186208,59.869237345907614
4.909,(-0.03029979728125067-0.04105367942569251j),(-0.8029441587596392+0.5938663316182945j),(7.685900998403929e-05+0.0001323944779609834j),(-0.8029441587596378+0.5938663316182938j),(-0.03038305068395266-0.04099213039721064j),(-5.542425321872378e-05-0.0001414231296788543j),(7.685900998407515e-05+0.0001323944779609928j),(-5.542425321870621e-05-0.0001414231296788908j),(0.9775627493517937-0.2106443342482128j),-25.84445368953434,-0.01132141861995941,-76.30123826607411,-126.42929692430697,143.5129632772966,59.86353512315416
4.91,(-0.03031069867266916-0.04105717886208859j),(-0.8028665878113509+0.5939703997594982j),(7.667912754018904e-05+0.0001320543496099555j),(-0.8028665878113497+0.5939703997594975j),(-0.03039385785529479-0.04099568261261697j),(-5.529667766700015e-05-0.0001410630479451917j),(7.667912754022455e-05+0.0001320543496099648j),(-5.529667766698278e-05-0.0001410630479452278j),(0.9775535535027448-0.2106870063880792j),-25.842872456732376,-0.011325547793983495,-76.32307959812348,-126.43681129101776,143.50551676806424,59.857832968597876
4.911,(-0.0303215991127492-0.04106067379925228j),(-0.8027890049331591+0.5940744557976343j),(7.650037229239922e-05+0.0001317163147514355j),(-0.8027890049331577+0.5940744557976336j),(-0.0304046646531191-0.04099922993481139j),(-5.516990363218837e-05-0.0001407051868484809j),(7.65003722924344e-05+0.0001317163147514448j),(-5.516990363217118e-05-0.0001407051868485167j),(0.9775443562744708-0.2107296758768323j),-25.841292074480712,-0.011329676274276359,-76.34484038973544,-126.4443250635297,143.4980704028994,59.85213087961297
4.912,(-0.03033249861627314-0.04106416425249634j),(-0.8027114101133819+0.5941784997484889j),(7.632273412289516e-05+0.0001313803545394712j),(-0.8027114101133805+0.5941784997484882j),(-0.03041547108688831-0.04100277238269655j),(-5.504392392165743e-05-0.0001403495264051132j),(7.632273412293005e-05+0.0001313803545394805j),(-5.504392392164047e-05-0.0001403495264051488j),(0.9775351576629036-0.2107723427348207j),-25.8397125387315,-0.011333804069538872,-76.36652111896821,-126.45183824689003,143.49062418055158,59.846428853594446
4.913,(-0.03034339719783628-0.04106765023694789j),(-0.8026338033404944+0.5942825316276384j),(7.614620303526533e-05+0.000131046450354196j),(-0.8026338033404931+0.5942825316276378j),(-0.03042627716594185-0.04100630997494647j),(-5.491873142903495e-05-0.0001399960468712174j),(7.614620303529988e-05+0.0001310464503542053j),(-5.491873142901816e-05-0.0001399960468712526j),(0.9775259576640234-0.2108150069821482j),-25.838133845483917,-0.01133793118835896,-76.38812225956599,-126.45935084608459,143.48317809978536,59.84072688795781
